A1,A1Label,Rel,A2,A2Label,Count
MFOEM:000075,appraisal of causal agency,Type of,BCIO:003000,behaviour change intervention,1
MFOEM:000002,emotional-relevance appraisal process,Type of,BCIO:003000,behaviour change intervention,1
BCIO:007026,provide biofeedback BCT,Type of,BCIO:003000,behaviour change intervention,1
BCIO:007167,advise sensory ways to change emotions BCT,Type of,BCIO:003000,behaviour change intervention,1
BCIO:007085,expose to stimulus BCT,Type of,BCIO:003000,behaviour change intervention,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:050667,generality of self-efficacy,Part of,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:050758,resilience of self-efficacy,Part of,BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,1
BCIO:050431,mental exertion expended on a behaviour,Part of,BCIO:036000,individual human behaviour,1
BCIO:050432,physical exertion expended on a behaviour,Part of,BCIO:036000,individual human behaviour,1
BCIO:050871,persistent goal pursuit process,Part of,BCIO:036000,individual human behaviour,1
BCIO:006001,social environmental system,Part of,BCIO:050679,information evaluation process,1
BCIO:006091,temporal behavioural opportunity,Part of,BCIO:050679,information evaluation process,1
BCIO:050689,judging about causation,Positively influences,BCIO:006106,self-reinforcing self-regulation,1
BCIO:006106,self-reinforcing self-regulation,Influences,BCIO:036000,individual human behaviour,1
BCIO:036000,individual human behaviour,Influences,BCIO:006137,self-monitoring,1
BCIO:050884,total internal influence on behaviour,Influences,BCIO:006137,self-monitoring,1
ENVO:01000254,environmental system,Influences,BCIO:006137,self-monitoring,1
BCIO:006137,self-monitoring,Part of,BCIO:050853,comparison of current behaviour with a standard,1
BCIO:006079,desired standard,Part of,BCIO:050853,comparison of current behaviour with a standard,1
BCIO:006137,self-monitoring,Influences (*),BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:006079,desired standard,Influences (*),BCIO:050603,belief about the discrepancy between one’s current and target state,1
BCIO:050686,internal attribution of a behaviour,Part of,BCIO:050689,judging about causation,1
BCIO:050652,external attribution of a behaviour,Part of,BCIO:050689,judging about causation,1
BCIO:050689,judging about causation,Part of,BCIO:006106,self-reinforcing self-regulation,1
BCIO:006137,self-monitoring,Part of,BCIO:050268,self-regulation process,1
BCIO:006152,belief about control over behaviour,Part of,BCIO:050268,self-regulation process,1
MFOEM:000072,appraisal of goal importance,Part of,BCIO:050268,self-regulation process,1
BCIO:050853,comparison of current behaviour with a standard,Part of,BCIO:050268,self-regulation process,1
BCIO:050603,belief about the discrepancy between one’s current and target state,Part of,BCIO:050268,self-regulation process,1
BCIO:006106,self-reinforcing self-regulation,Part of,BCIO:050268,self-regulation process,1
BCIO:050268,self-regulation process,Part of,MF:0000018,attending,1
BCIO:050268,self-regulation process,Part of,BCIO:006116,decision-making,1
MF:0000018,attending,Part of,BCIO:050629,discriminative stimulus,1
BCIO:006116,decision-making,Part of,BCIO:050629,discriminative stimulus,1
BCIO:050725,non-conscious mental process,Part of,BCIO:050629,discriminative stimulus,1
BCIO:050629,discriminative stimulus,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050629,discriminative stimulus,Part of,ENVO:01000254,environmental system,1
ENVO:01000254,environmental system,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006086,behavioural opportunity,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:006086,behavioural opportunity,Part of,ENVO:01000254,environmental system,1
BCIO:050613,bodily system,Part of,BCIO:050884,total internal influence on behaviour,1
BCIO:050613,bodily system,Part of,ENVO:01000254,environmental system,1
BCIO:050483,personal history of events that influence behaviour,Influences,BCIO:006110,comprehension,1
BCIO:050483,personal history of events that influence behaviour,Influences,BCIO:050862,empathising,1
GO:0098596,imitative learning,Influences,BCIO:006022,belief about control over one's future,1
BCIO:050477,having enacted a behaviour,Influences,BCIO:050805,behaviour pattern maintenance,1
BCIO:050483,personal history of events that influence behaviour,Influences,BCIO:050420,digital interaction behaviour,1
BCIO:050483,personal history of events that influence behaviour,Influences,BCIO:050751,quality of social relationships,1
BCIO:050483,personal history of events that influence behaviour,Influences,GO:0098596,imitative learning,1
BCIO:050862,empathising,Influences,BCIO:006028,belief about message relevance,1
BCIO:050420,digital interaction behaviour,Influences,BCIO:006022,belief about control over one's future,1
BCIO:050751,quality of social relationships,Influences,BCIO:006022,belief about control over one's future,1
GO:0098596,imitative learning,Influences,BCIO:006116,decision-making,1
BCIO:006116,decision-making,Influences,BCIO:006099,social influence behaviour,1
BCIO:006116,decision-making,Influences,BCIO:033000,behaviour change technique,1
BCIO:006116,decision-making,Influences,BCIO:044114,persuasive communication style,1
GO:0098596,imitative learning,Influences,BCIO:036034,human communication behaviour,1
BCIO:036034,human communication behaviour,Influences,BCIO:007028,social support BCT,1
BCIO:036034,human communication behaviour,Influences,BCIO:006099,social influence behaviour,1
BCIO:036034,human communication behaviour,Influences,BCIO:033000,behaviour change technique,1
BCIO:036034,human communication behaviour,Influences,BCIO:044114,persuasive communication style,1
BCIO:006028,belief about message relevance,Part of,BCIO:006015,awareness,1
BCIO:006028,belief about message relevance,Part of,BCIO:006052,knowledge,1
BCIO:006110,comprehension,Part of,BCIO:006015,awareness,1
BCIO:006110,comprehension,Part of,BCIO:006052,knowledge,1
BCIO:006099,social influence behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:033000,behaviour change technique,Part of,BCIO:006016,behavioural intention,1
BCIO:044114,persuasive communication style,Part of,BCIO:006016,behavioural intention,1
BCIO:006022,belief about control over one's future,Part of,BCIO:006016,behavioural intention,1
BCIO:050709,motivational disposition for behavioural maintenance,Transitions to,BCIO:050805,behaviour pattern maintenance,1
BCIO:006099,social influence behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:050821,health-promoting behaviour,Influences,BCIO:006099,social influence behaviour,1
BCIO:050821,health-promoting behaviour,Influences,BCIO:050806,behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050848,capability to imagine future scenarios,Influences,BCIO:006112,reflective thinking,1
BCIO:006133,behavioural motivation,Influences,BCIO:006112,reflective thinking,1
BCIO:050848,capability to imagine future scenarios,Influences,BCIO:006133,behavioural motivation,1
BCIO:006099,social influence behaviour,Influences,BCIO:006133,behavioural motivation,1
BCIO:006099,social influence behaviour,Influences,BCIO:006112,reflective thinking,1
BCIO:006086,behavioural opportunity,Influences,BCIO:050268,self-regulation process,1
BCIO:006001,social environmental system,Influences,BCIO:050848,capability to imagine future scenarios,1
MF:0000202,personality,Influences,BCIO:006099,social influence behaviour,1
MF:0000202,personality,Influences,BCIO:050848,capability to imagine future scenarios,1
MF:0000032,bodily disposition,Influences,BCIO:006099,social influence behaviour,1
MF:0000032,bodily disposition,Influences,BCIO:050848,capability to imagine future scenarios,1
BCIO:050804,behaviour chain,Part of,BCIO:006099,social influence behaviour,1
BCIO:050321,goal facilitation,Part of,BCIO:006099,social influence behaviour,1
BCIO:050214,attentional self-regulation capability,Part of,BCIO:050848,capability to imagine future scenarios,1
BCIO:006052,knowledge,Part of,BCIO:050848,capability to imagine future scenarios,1
BCIO:006046,action schema,Part of,BCIO:050848,capability to imagine future scenarios,1
BCIO:006096,goal pursuit process,Part of,BCIO:050214,attentional self-regulation capability,1
BCIO:007081,cue BCT,Part of,BCIO:050214,attentional self-regulation capability,1
BCIO:050946,mental rehearsal to guide and motivate behaviour,Part of,BCIO:006112,reflective thinking,1
BCIO:050844,action planning,Part of,BCIO:006112,reflective thinking,1
BCIO:050744,problem solving,Part of,BCIO:006112,reflective thinking,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:006152,belief about control over behaviour,Part of,BCIO:006099,social influence behaviour,1
BCIO:013000,participant engagement with behaviour change intervention,Part of,BCIO:006099,social influence behaviour,1
BCIO:006063,personal value,Part of,BCIO:006099,social influence behaviour,1
BCIO:006133,behavioural motivation,Part of,BCIO:050268,self-regulation process,1
BCIO:006112,reflective thinking,Part of,BCIO:050268,self-regulation process,1
BCIO:050848,capability to imagine future scenarios,Part of,BCIO:050268,self-regulation process,1
BCIO:006005,self-regulation capability,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050735,positive evaluative belief about a behaviour,Part of,BCIO:006005,self-regulation capability,1
BCIO:006146,belief about social support,Part of,BCIO:006005,self-regulation capability,1
BCIO:006152,belief about control over behaviour,Part of,BCIO:050735,positive evaluative belief about a behaviour,1
BCIO:006063,personal value,Part of,BCIO:050735,positive evaluative belief about a behaviour,1
BCIO:050933,knowledge regarding social environment,Part of,BCIO:006008,emotional self-regulation capability,1
BCIO:050933,knowledge regarding social environment,Part of,BCIO:006011,social behavioural capability,1
BCIO:006045,cognitive schema,Part of,BCIO:006008,emotional self-regulation capability,1
BCIO:006045,cognitive schema,Part of,BCIO:006011,social behavioural capability,1
BCIO:050891,social group,Part of,BCIO:006011,social behavioural capability,1
BCIO:050956,degree of organisational hierarchy,Part of,BCIO:006011,social behavioural capability,1
BCIO:050925,dyad,Part of,BCIO:006011,social behavioural capability,1
BCIO:050688,intrinsic reward,Part of,ENVO:01000254,environmental system,1
BCIO:050688,intrinsic reward,Part of,MF:0000043,capability,1
BCIO:050940,creative thinking,Part of,ENVO:01000254,environmental system,1
BCIO:050940,creative thinking,Part of,MF:0000043,capability,1
BCIO:036066,pro-social behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:036066,pro-social behaviour,Part of,MF:0000043,capability,1
MFOEM:000195,affective process,Part of,ENVO:01000254,environmental system,1
MF:0000032,bodily disposition,Part of,ENVO:01000254,environmental system,1
BCIO:050818,goal-directed behaviour,Part of,ENVO:01000254,environmental system,1
BCIO:043000,process attribute,Part of,BCIO:050806,behavioural consequence,1
BCIO:050934,appraisal of immediacy,Part of,BCIO:050806,behavioural consequence,1
BCIO:050428,behavioural frequency,Part of,BCIO:050806,behavioural consequence,1
BCIO:050727,norms-related social environmental system,Influences,BCIO:050671,group evaluative behavioural norm,1
BCIO:050671,group evaluative behavioural norm,Influences,BCIO:036000,individual human behaviour,1
BCIO:050891,social group,Influences,BCIO:036000,individual human behaviour,1
BCIO:050887,leadership role,Influences,BCIO:006001,social environmental system,1
BCIO:050887,leadership role,Influences,BCIO:050891,social group,1
BCIO:050842,role model for a person,Influences,BCIO:050671,group evaluative behavioural norm,1
BCIO:006087,financial behavioural opportunity,Type of,BCIO:050727,norms-related social environmental system,1
BCIO:006001,social environmental system,Type of,BCIO:050727,norms-related social environmental system,1
BCIO:050575,behaviour change through group norm,Influences (*),BCIO:050671,group evaluative behavioural norm,1
BCIO:050776,social influence process,Influences (*),BCIO:050671,group evaluative behavioural norm,1
BCIO:006044,situational self-efficacy belief for a behaviour,Positively influences,BCIO:036000,individual human behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:036000,individual human behaviour,1
ENVO:01000452,environmental disposition,Influences,BCIO:036000,individual human behaviour,1
MF:0000032,bodily disposition,Influences,BCIO:036000,individual human behaviour,1
BCIO:036000,individual human behaviour,Influences,ENVO:01000452,environmental disposition,1
BCIO:036000,individual human behaviour,Influences,MF:0000032,bodily disposition,1
BCIO:006044,situational self-efficacy belief for a behaviour,Part of,BCIO:050752,reflective capability,1
BCIO:050752,reflective capability,Type of,MF:0000032,bodily disposition,1
BCIO:050795,vicarious learning capability,Type of,MF:0000032,bodily disposition,1
BCIO:050795,vicarious learning capability,Positively influences,BCIO:006005,self-regulation capability,1
BCIO:050788,symbol processing skill,Type of,MF:0000032,bodily disposition,1
BCIO:050788,symbol processing skill,Positively influences,BCIO:006005,self-regulation capability,1
BCIO:006024,belief about likelihood of consequences of behaviour,Part of,BCIO:006005,self-regulation capability,1
